Exam_Type,Class,language,Subject,Chapter_Name,chapter_number,Question,Question type,Marks,Year,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. The value of \(2 \cos ^{-1} x\) is: (a) \(\cos ^{-1}\left(2 x^{2}+1\right)\) (b) \(\cos ^{-1} \frac{2 x}{1+x^{2}}\) (c) \(\cos ^{-1}\left(2 x^{2}-1\right)\) (d) \(\tan ^{-1} \frac{2 x}{1-x^{2}}\)</p>,Multiple Choice Question,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. The partial fraction form of \(\frac{1}{x^{2}+2 x}\) is: (a) \(\frac{1}{2}\left[\frac{1}{x}-\frac{1}{x+2}\right]\) (b) \(\frac{1}{2}\left[\frac{1}{x}+\frac{1}{x+2}\right]\) (c) \(\frac{1}{2}\left[\frac{1}{x+2}-\frac{1}{x}\right]\) (d) \(\frac{1}{x}-\frac{1}{x+2}\)</p>,Multiple Choice Question,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. The value of \(\int_{a}^{b} \cos x \, dx\) is: (a) \(-\sin b+\sin a\) (b) \(\sin b+\sin a\) (c) \(\cos b-\cos a\) (d) \(\sin b-\sin a\)</p>",Multiple Choice Question,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Projection of vector \(\vec{a}\) on \(\vec{b}\) (a) \(\frac{\bar{a} \cdot \bar{b}}{|\bar{b}|}\) (b) \(\frac{\quad}{|\vec{a}|}\) (c) \(\frac{\vec{a}}{|\vec{a}|}\) (d) \(\frac{\vec{a} \times \vec{b}}{|\vec{b}|}\)</p>,Multiple Choice Question,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. The value of \(\frac{d}{d x} \sin x^{2}\) is: (a) \(\cos x^{2}\) (b) \(x \sin x^{2}\) (c) \(2 x \cos x^{2}\) (d) \(x \cos x^{2}\)</p>,Multiple Choice Question,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. In vector Algebra displacement is a vector quantity.</p>,True False,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Square of a vector is equal to square of its modulus.</p>,True False,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,"<p>Q. The perpendicular distance of point \((185, 12)\) from \(x\)-axis is .........</p>",Fill in the Blanks,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,<p>Q. Differential coefficient of \(\sin x^{3}\) with respect to \(x^{3}\) is .........</p>,Fill in the Blanks,1,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. In which interval does the root of equation \(x^{3}-2 x-5=0\) lie.</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Find the direction cosiness of the vector \(6 \hat{i}+2 \hat{j}-3 \hat{k}\)</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. If \(\bar{a}=a_{1} \hat{i}+a_{2} \hat{j}+a_{3} \hat{k}\) and \(\vec{b}=b_{1} \hat{i}+b_{2} \hat{j}+b_{3} \hat{k}\) then find the value of \(\vec{a} \times \vec{b}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. If \(\vec{a}=2 \hat{i}+\lambda \hat{j}+\hat{k}\) and \(\vec{b}=4 \hat{i}-3 \hat{j}-2 \hat{k}\) are perpendicular to each other then find the value of scalar \(\lambda\).</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Find the angle between two vectors \(\vec{a}=2 \hat{\mathrm{i}}+\hat{j}-3 \hat{k}\) and \(\overrightarrow{\mathrm{b}}=3 \hat{\mathrm{i}}-2 \hat{\mathrm{j}}-2 \hat{\mathrm{k}}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,<p>Q. Write the condition for intersecting the two lines \(\overline{\mathrm{r}}=\overline{\mathrm{a}}_{1}+\lambda \overline{\mathrm{b}}_{1}\) and \(\overrightarrow{\mathrm{r}}=\overrightarrow{\mathrm{a}}_{2}+\lambda \overrightarrow{\mathrm{b}}_{2}\).</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Find the value of \(\int \sec ^{2} x \tan ^{3} x \, dx\).</p>",Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Find the value of \(\int \frac{1}{\mathrm{e}^{\mathrm{x}}+1} \mathrm{dx}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Find the value of \(\int x \sin x \, dx\)</p>",Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equations,9,"<p>Q. Find the value of \(\int \frac{2 x+1}{\sqrt{x^{2}+x+1}} \, d x\)</p>",Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. Prove that: \(\tan^{-1} \frac{1}{4} + \tan^{-1} \frac{2}{9} = \frac{1}{2} \cos^{-1} \frac{3}{5}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. Prove that: \(\sin^{-1} \frac{3}{5} + \sin^{-1} \frac{8}{17} = \sin^{-1} \frac{77}{85}\)</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Resolve \(\frac{11-2 x}{x^{2}+9 x+14}\) into partial fractions.</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Resolve \(\frac{\mathrm{X}}{1+\mathrm{x}^{3}}\) into partial fractions.</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Differentiate \(\tan^{-1} \cdot \frac{\mathrm{x}}{\sqrt{\mathrm{a}^{2}-\mathrm{x}^{2}}}\) with respect to \(x\).</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. If \( y=\frac{1-\cos x}{1+\cos x} \) then find the value of \( \frac{d y}{d x} \)</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. If \( y=\tan x+\sec x \) then prove that \( \frac{d^{2} y}{d x^{2}}=\frac{\cos x}{(1-\sin x)^{2}} \)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Find the differential coefficient of \(\sin ^{-1}\left(\frac{2 x}{1+x^{2}}\right)\) with respect to \(\tan ^{-1} x\).</p>,Long Answer,5,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,"<p>Q. The edge of a cube is increasing at the rate of \(7 \, \mathrm{cm/s}\). How fast is the volume of the cube increasing when the edge is 10 cm long?</p>",Long Answer,5,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,<p>Q. Find two positive numbers whose product is \( 64 \) and the sum is minimum.</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,<p>Q. Prove that the angle between any two diagonals of a cube is \(\tan^{-1}(2 \sqrt{2})\)</p>,Long Answer,5,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Find the value of \(\lim _{x \rightarrow 0} \frac{x^{3} \cot x}{1-\cos x}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. \( f(x)=\left\{\begin{array}{ll}\frac{\sin a x}{\sin b x}& x \neq 0 \\ a / b & x=0\end{array}\right. \) Test the continuity of function at \( x=0 \).</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Find the value of \(\int \frac{d x}{3+2 \cos ^{2} x}\)</p>,Short Answer,3,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Integrals,8,<p>Q. Find the area included between the two curves \( y^{2}=9 x \) and \( x^{2}=9 y \).</p>,Long Answer,5,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equations,9,<p>Q. Solve the differential equation \( x + y \frac{d y}{d x} = 2 y \).</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equations,9,<p>Q. Solve the differential equation \(\frac{d y}{d x}+2 y=\sin x\).</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Probability,13,<p>Q. Tickets are marked from 1 to 16 and mixed up. One ticket is taken out at random. Find the probability of its being a multiple of 2 or 3.</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Probability,13,<p>Q. A dice is thrown twice. A success is an even number on each throw. Find the probability distribution of the number of successes.</p>,Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,"<p>Q. Prove that the points \((12, 3)\), \((3, 0, 3)\), \((-2, -3, -3)\) and \((3, 4, 6)\) are coplanar.</p>",Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,"<p>Q. If \(\vec{a}=3 \hat{i}+2 \hat{j}+2 \hat{k}\), \(\vec{b}=-\hat{i}+3 \hat{j}-\hat{k}\) and \(\vec{c}=\hat{i}+\hat{j}+\hat{k}\) then find the value of \(\vec{a} \times(\vec{b} \times \vec{c})\) and \((\vec{a} \times \vec{b}) \times \vec{c}\).</p>",Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,"<p>Q. Prove that the triangle whose position vectors of the vertices are \(2 \hat{i}+4 \hat{j}-\hat{k}\), \(4 \hat{i}+5 \hat{j}+\hat{k}\) and \(3 \hat{i}+6 \hat{j}-3 \hat{k}\) respectively is an isosceles right angled triangle.</p>",Very Short Answer,2,2016,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. \( \tan^{-1}\left(\frac{x}{\sqrt{1-x^2}}\right) \) का मान है। (a) \( \cos^{-1}x \) (b) \( \cot^{-1}x \) (c) \( \sin^{-1}\left(\frac{1}{x}\right) \) (d) \( \sin^{-1}x \)</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. \(\int_{1}^{3} x^{2} \, dx\) का मान है। (a) \(\frac{26}{3}\) (b) \(\frac{28}{3}\) (c) \(\frac{25}{3}\) (d) \(\frac{8}{3}\)</p>",Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equation ,9,<p>Q. log sin x का अवकल गुणांक है। (a) cos x (b) tan x (c) cosec x (d) cot x</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. If \(\frac{2x+3}{x^2+5x+6} = \frac{A}{x+2} + \frac{B}{x+3}\) then the value of \(A+B\) is : (a) 3 (b) 2 (c) 5 (d) 4</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. The value of \(\tan^{-1}\left(\frac{x}{\sqrt{1-x^2}}\right)\) is : (a) \(\cos^{-1}x\) (b) \(\cot^{-1}x\) (c) \(\sin^{-1}\left(\frac{1}{x}\right)\) (d) \(\sin^{-1}x\)</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. The value of \(\int_{1}^{3} x^{2} \, dx\) is: (a) \(\frac{26}{3}\) (b) \(\frac{28}{3}\) (c) \(\frac{25}{3}\) (d) \(\frac{8}{3}\)</p>",Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. The unit vector in the direction of \(\vec{a}\) is : (a) \(\frac{\vec{a}}{|\vec{a}|}\) (b) \(\vec{a}|\vec{a}|\) (c) \(a^2\) (d) \(\hat{i}\)</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Differential coefficient of \(\log \sin x\) is : (a) \(\cos x\) (b) \(\tan x\) (c) \(\csc x\) (d) \(\cot x\)</p>,Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,"<p>Q. The perpendicular distance of a point \( (5, 12, 13) \) from Y-axis is _____</p>",Multiple Choice Question,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,"<p>Q. The equation of the plane passing through the origin \((0, 0, 0)\) is _____</p>",Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,<p>Q. The function \( f(x) = 5x + 2 \) is increasing on the set of real numbers.</p>,True False,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. If the position vector of centre of sphere is \(\vec{c}\) and radius is \(a\) then the vector equation of sphere is \(|\vec{r} + \vec{c}| = a\)</p>,True False,1,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Two vectors \(\vec{a}\) and \(\vec{b}\) are perpendicular if \(\vec{a} \cdot \vec{b} = 0\)</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. In which interval does the root of equation \(x^3 + x - 3 = 0\) lie.</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Prove that the vectors \(\vec{a} = 5\hat{i} + 15\hat{j}\) and \(\vec{b} = 3\hat{i} + 9\hat{j}\) are parallel.</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. If \(\vec{a} = 2\hat{i} - 3\hat{j} + \hat{k}\) and \(\vec{b} = 3\hat{i} + 2\hat{j} + \hat{k}\) then find the value of \(\vec{a} \times \vec{b}\).</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,<p>Q. Write the formula to find the shortest distance between two straight lines whose vector equation are \(\vec{r}=\vec{a}_1+\lambda \vec{b}_1\) and \(\vec{r}=\vec{a}_2+\mu \vec{b}_2\) where \(\lambda\) and \(\mu\) are scalars.</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Find the value of \(\int \frac{\cos(\log x)}{x} \, dx\)</p>",Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Prove that \(\int \sec x \, dx = \log(\sec x + \tan x) + c\)</p>",Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Find the value of \(\int xe^x \, dx\)</p>",Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Find the value of \(\int x \tan^2 x \, dx\)</p>",Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Prove by vector method that the angle in a semicircle is right angle.</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Prove that \(\vec{a} \times (\vec{b} + \vec{c}) + \vec{b} \times (\vec{c} + \vec{a}) + \vec{c} \times (\vec{a} + \vec{b}) = \vec{0}\)</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Resolve \(\frac{13x+18}{2x^2+5x+3}\) into partial fractions.</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Resolve \(\frac{8x^2-9}{(3x+2)(x^2+5)}\) into partial fractions.</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. Prove that \(\cos^{-1}\left(\frac{4}{5}\right) + \tan^{-1}\left(\frac{3}{5}\right) = \tan^{-1}\left(\frac{27}{11}\right)\)</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. Express \(\sin\left[2 \tan^{-1}\left(\sqrt{\frac{1-x}{1+x}}\right)\right]\) in simplest form.</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Inverse Trigonometric Functions,2,<p>Q. Find differential coefficient of \(\sqrt{\tan{\sqrt{x}}}\)</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. If \( y = \cot^{-1}\left[\frac{\sqrt{1+x^2}+1}{x}\right] \) then find the value of \( \frac{dy}{dx} \).</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Differentiate \((\cos x)^{\cos x}\) with respect to \(x\).</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. If \( y=\sqrt{\cos x+\sqrt{\cos x+\sqrt{\cos x+\ldots}}} \) then prove that \( (1-2y)\frac{dy}{dx} = \sin x \).</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,<p>Q. The side of a square sheet of metal is increasing at the rate of 5 cm/minute. At what rate its area is increasing when the side is 20 cm long?</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Applications of Derivatives,6,<p>Q. Find the maximum value of \(2x^3 - 24x + 107\) in the interval \([13]\).</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,<p>Q. Prove that the lines \( \frac{x}{1} = \frac{y-2}{2} = \frac{z+3}{3} \) and \( \frac{x-2}{2} = \frac{y-6}{3} = \frac{z-3}{4} \) are coplanar. Find the point of intersection of these lines.</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Relations and Functions,1,<p>Q. If \( f(x) = \log_e\left(\frac{1-x}{1+x}\right) \) then prove that \( f(a) + f(b) = f\left(\frac{a+b}{1+ab}\right) \)</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. Find the value of \(\lim_{x \to 0} \frac{\tan x - \sin x}{x^3}\)</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. Find the value of \(\int \frac{dx}{5 + 4 \sin x}\)</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,"<p>Q. Prove that \(\int_{0}^{\frac{\pi}{2}} \frac{\sqrt{\tan x}}{1+\sqrt{\tan x}} \, dx = \frac{\pi}{4}\)</p>",Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equations,9,<p>Q. Solve the differential equation \((x-1)\frac{dy}{dx} = 2x^3y\).</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Differential Equations,9,<p>Q. Solve the differential equation \(\frac{dy}{dx} = \frac{x^2 + 5xy + 4y^2}{x^2}\).</p>,Long Answer,5,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Probability,13,<p>Q. A card is drawn at random from a well shuffled pack of 52 cards. Find the probability that it is neither an ace nor a king.</p>,Very Short Answer,2,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Probability,13,<p>Q. A fair coin is tossed six times. What is the probability of getting at least three heads?</p>,Short Answer,3,2017,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. If \(\frac{1}{(1+\sin x)(2+\sin x)}=\frac{a}{(1+\sin x)}+\frac{b}{(2+\sin x)}\) then \(a+b=\) (A) 0 (B) 1 (C) 2 (D) 3</p>,Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,"<p>Q. The distance of point \((34, 5)\) from the \(XZ\)-plane is (A) 4 (B) 3 (C) 5 (D) 0</p>",Multiple Choice Question,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. If \( y=a^{x} \) then \( \frac{d y}{d x} \) is _______</p>,Fill in the Blanks,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. The direction cosine of the vector \(3 \mathrm{i}-2 \mathrm{j}+6 \mathrm{k}\) are _______</p>,Fill in the Blanks,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Three Dimensional Geometry,11,<p>Q. The value of \(\vec{a} \cdot(\vec{a} \times \vec{b})\) is zero.</p>,True False,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Integrals,7,<p>Q. The value of \(\int \frac{d x}{\sin x}\) is \(\log \tan \frac{x}{2}+c\).</p>,True False,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Work is a vector quantity.</p>,True False,1,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Continuity and Differentiability,5,<p>Q. In which interval does the root of equation \( x^{3}-x-2=0 \) lie?</p>,Very Short Answer,2,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. If \(\vec{r}=3 \vec{i}-4 \vec{j}+5 \vec{k}\) then find the unit vector in the direction of \(\vec{r}\)</p>,Very Short Answer,2,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Show that \(\vec{a}-2 \vec{b}+3 \vec{c}-2 \vec{a}+3 \vec{b}-4 \vec{c}\) and \(\vec{a}-3 \vec{b}+5 \vec{c}\) are coplanar.</p>,Short Answer,3,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,<p>Q. Prove that the sum of three vectors represented by the consecutive sides of triangle is zero vector.</p>,Very Short Answer,2,2018,,,,,,,,,,,,,,,,
Board,Class 12th,English,Maths,Vector Algebra,10,"<p>Q. If \(\vec{a}=3 \vec{i}-\vec{j}-4 \vec{k}\) and \(\vec{b}=-2 \vec{i}+4 \vec{j}-3 \vec{k}\), then find the magnitude of vector \(3 \vec{a}-2 \vec{b}\).</p>",Short Answer,3,2018,,,,,,,,,,,,,,,,
